year,ahe,bachelor,female,age
1996,10.57692337,1,0,26
1996,4.591836929,0,1,31
1996,11.1336031,0,0,31
1996,7.307692528,1,0,28
1996,9.615385056,1,1,27
1996,8.07692337,0,0,31
1996,14.42307663,0,0,32
1996,10.09615421,1,0,28
1996,3.076923132,0,0,26
1996,16.82692337,1,0,33
1996,11.53846169,1,1,33
1996,11.53846169,1,1,29
1996,9.134614944,0,1,34
1996,13.31129837,0,0,33
1996,10.61538506,0,1,31
1996,18.75,1,1,29
1996,25,1,0,34
1996,7.142857075,0,0,25
1996,18.78354263,1,0,33
1996,12.07513428,0,1,28
1996,12.22222233,1,0,32
1996,15.57692337,1,1,32
1996,11.96581173,0,0,25
1996,13.94230747,0,1,32
1996,10.74593163,0,0,31
1996,15.43195248,0,1,29
1996,5.769230843,0,0,30
1996,8.653845787,0,1,33
1996,8.547008514,0,1,30
1996,34.18803406,0,0,30
1996,16.10577011,1,0,26
1996,16.23931694,1,0,32
1996,14.9572649,1,0,26
1996,11.53846169,1,0,31
1996,10.2564106,0,0,32
1996,8.461538315,1,1,34
1996,12.01923084,0,1,28
1996,18.75,1,1,33
1996,10.98901081,1,0,30
1996,20,1,0,28
1996,18.26922989,1,0,31
1996,13.94230747,1,1,25
1996,9.778365135,0,1,31
1996,9.615385056,0,1,30
1996,11.63461494,1,0,27
1996,3.846153736,0,1,27
1996,15.38461494,0,0,31
1996,12.5,0,0,32
1996,8.273702621,1,1,25
1996,26.04166603,1,1,28
1996,7.011057854,1,1,26
1996,9.134614944,0,0,31
1996,9.615385056,1,0,32
1996,12.82051277,1,0,28
1996,14,1,0,31
1996,8.653845787,0,1,30
1996,14.23076916,1,1,33
1996,12.01923084,1,0,30
1996,11.53846169,1,1,27
1996,9.313725471,0,1,34
1996,4.733727932,1,0,32
1996,5.244755268,1,0,25
1996,10.6078434,1,1,26
1996,20.19230843,1,1,30
1996,8.653845787,0,0,34
1996,12.01923084,0,0,29
1996,9.615385056,0,0,25
1996,5.539358616,1,0,27
1996,8.557692528,1,1,26
1996,12.01923084,1,1,26
1996,12.01923084,0,1,34
1996,5.846153736,0,0,25
1996,9.134614944,0,0,34
1996,11.11111069,0,0,29
1996,4.407051086,0,1,25
1996,7.25,0,0,29
1996,17.62820435,0,0,34
1996,9.615385056,0,1,29
1996,10.42735004,1,1,27
1996,13.74145317,1,0,29
1996,9.401709557,0,0,33
1996,9.615385056,1,1,32
1996,8.653845787,0,1,30
1996,5.564903736,0,0,33
1996,9.615385056,0,0,31
1996,8.991346359,0,0,33
1996,9.615385056,0,0,26
1996,24.78632545,0,1,33
1996,6.730769157,1,1,26
1996,6.25,0,0,34
1996,14.06586552,1,0,31
1996,17.8571434,0,0,31
1996,6.285714149,0,1,28
1996,20.19230843,0,0,33
1996,15.94405556,1,0,31
1996,15.20979023,1,1,31
1996,19.6581192,1,0,32
1996,12.01923084,1,1,31
1996,9.134614944,0,0,27
1996,8.317307472,0,1,26
1996,13.22115421,1,1,25
1996,8.557692528,1,0,30
1996,9.341345787,1,1,29
1996,12.98076916,0,0,26
1996,8.581196785,0,1,25
1996,11.53846169,1,1,25
1996,9.230769157,1,1,30
1996,7.381507397,1,0,34
1996,5.876068592,0,1,32
1996,9.134614944,1,0,30
1996,6.25,1,1,25
1996,11.53846169,0,0,29
1996,5.288461685,0,1,29
1996,13.42147446,0,0,28
1996,8.653845787,1,1,32
1996,10,0,0,32
1996,21.15384674,1,0,31
1996,9.829059601,1,0,32
1996,12.5,1,0,32
1996,6.25,0,1,34
1996,8.653845787,0,1,31
1996,5.346153736,0,1,28
1996,7.692307472,1,0,29
1996,13.94230747,1,1,26
1996,13.09615421,1,0,33
1996,13.46153831,0,0,26
1996,6.927083492,0,0,25
1996,14.42307663,1,1,29
1996,12.01923084,1,0,29
1996,28.25048065,1,0,32
1996,12.98076916,1,1,32
1996,4.423077106,1,1,26
1996,8.17307663,0,0,32
1996,14.42307663,1,0,26
1996,7.5,0,0,29
1996,6,0,1,33
1996,13.60000038,1,0,33
1996,14.42307663,1,1,28
1996,8.741258621,0,0,34
1996,9.615385056,0,0,34
1996,28.84615326,1,0,31
1996,5.559440613,0,1,29
1996,12.65182209,1,1,25
1996,6.25,0,1,33
1996,15.71321106,0,0,33
1996,14.42307663,1,0,33
1996,6.730769157,0,1,33
1996,9.829059601,0,0,34
1996,6.923077106,0,0,29
1996,12.69230747,1,0,26
1996,11.68639088,0,0,34
1996,5.528846264,0,1,31
1996,9.333333015,1,0,30
1996,21.15384674,1,0,30
1996,7.211538315,1,1,27
1996,17.09401703,0,0,25
1996,6.035999775,1,1,34
1996,13.06538486,1,0,28
1996,11.34615421,1,1,28
1996,8.108974457,0,1,31
1996,11.96581173,0,0,33
1996,10.15625,0,1,34
1996,11.21794891,0,0,34
1996,9.230769157,0,0,27
1996,9.5,0,0,33
1996,7.317307472,0,1,31
1996,15.38461494,1,0,31
1996,10.09615421,1,1,27
1996,9.807692528,0,1,31
1996,15.86538506,0,0,29
1996,19.91758156,1,0,32
1996,12.41987133,1,1,29
1996,8,1,0,27
1996,8.269230843,1,1,28
1996,24.50980377,1,1,34
1996,8.653845787,1,1,26
1996,8.413461685,0,0,31
1996,10.91746807,0,1,32
1996,22.22222137,1,0,32
1996,11.05769253,1,1,32
1996,8.653845787,0,0,29
1996,6.18131876,0,0,32
1996,9.134614944,0,1,26
1996,12.30769253,0,0,30
1996,10.68376064,0,0,25
1996,4.615384579,0,1,26
1996,4.700854778,0,1,28
1996,21.36752129,1,0,33
1996,11.90476227,1,1,32
1996,7.417582512,0,0,27
1996,3.076923132,1,1,26
1996,6.25,0,0,34
1996,13.46153831,1,0,34
1996,2.205882311,1,1,28
1996,13.67521381,1,0,33
1996,11.29807663,0,1,31
1996,11.53846169,1,0,26
1996,5.769230843,0,1,28
1996,6.25,0,1,29
1996,20.5714283,1,0,25
1996,9.485347748,0,0,32
1996,9.386446953,0,1,31
1996,9.214743614,0,1,34
1996,21.63461494,0,0,34
1996,10.87067318,1,0,29
1996,5.225961685,1,1,34
1996,8.012820244,0,0,32
1996,6.356730938,1,0,29
1996,5.074786186,0,1,26
1996,8.17307663,0,1,28
1996,14.42307663,0,0,34
1996,5.769230843,0,1,32
1996,12.01923084,0,0,32
1996,12.30769253,1,1,32
1996,14.42307663,1,1,28
1996,11.49134636,1,0,34
1996,3.846153736,0,1,28
1996,9.829807281,0,0,33
1996,7.497252941,0,1,32
1996,9.615385056,0,0,34
1996,6.578947544,0,1,32
1996,5.288461685,0,1,26
1996,10.66666698,1,1,33
1996,6.25,0,0,33
1996,5.288461685,0,1,31
1996,12.5,1,0,25
1996,10.48951054,0,0,34
1996,5.769230843,0,1,34
1996,8.632478714,0,0,26
1996,8.041957855,1,0,33
1996,23.07692337,1,0,31
1996,7.692307472,0,1,27
1996,16.34615326,1,0,31
1996,11.53846169,1,1,33
1996,6.239423275,0,0,31
1996,9.090909004,1,0,26
1996,9.615385056,1,0,30
1996,10.98701954,0,0,34
1996,9.134614944,1,1,26
1996,6.40625,0,0,27
1996,9.615385056,0,0,27
1996,5.159958839,0,1,29
1996,23.4375,0,0,29
1996,18.16239357,1,0,32
1996,9.615385056,0,1,30
1996,15.22435856,1,1,28
1996,9.401709557,1,1,34
1996,13.73626328,0,0,32
1996,12.01923084,1,1,32
1996,14.42307663,1,0,34
1996,14.42307663,1,0,32
1996,10.49230766,0,0,30
1996,15.38461494,1,0,32
1996,7.272727489,1,0,27
1996,13.46153831,0,0,31
1996,13.65817261,0,0,29
1996,7.988165855,1,0,26
1996,6.410256386,1,0,28
1996,16.29807663,1,0,29
1996,8.333333015,1,1,29
1996,12.22222233,1,0,33
1996,10.2564106,1,0,25
1996,14.52991486,1,1,28
1996,17.94871712,1,0,28
1996,11.96581173,1,1,27
1996,11.12425995,1,0,27
1996,12.82051277,0,0,34
1996,10.31230736,1,1,33
1996,17.78846169,1,1,29
1996,23.07692337,0,0,28
1996,10.76923084,0,0,34
1996,8.653845787,0,0,27
1996,5.769230843,1,0,25
1996,7.908163071,0,1,30
1996,24.03846169,0,1,32
1996,13.46153831,0,0,27
1996,6.730769157,1,0,28
1996,9.717948914,0,0,33
1996,10.27530384,1,1,29
1996,8.438941956,1,0,27
1996,9.401709557,0,0,30
1996,11.29807663,1,1,34
1996,15.38461494,1,0,26
1996,8.653845787,1,1,26
1996,8.17307663,1,1,29
1996,14.42307663,0,0,29
1996,2.153846264,0,0,34
1996,5.555555344,0,1,31
1996,16.66666603,0,0,29
1996,7.692307472,1,0,28
1996,12.30769253,1,0,26
1996,6.50432682,1,1,33
1996,10.68376064,0,0,32
1996,5.288461685,0,1,27
1996,7.211538315,0,0,32
1996,16.1713295,0,0,30
1996,6.25,0,1,34
1996,10.81730747,1,1,26
1996,12.01923084,0,0,32
1996,5.741758347,0,0,28
1996,7.153846264,1,0,32
1996,10.57692337,0,0,31
1996,11.53846169,1,0,27
1996,12.01923084,0,0,25
1996,8.012820244,0,0,26
1996,10.09615421,1,1,32
1996,12.01923084,0,0,34
1996,5.528846264,0,1,34
1996,6.923077106,0,0,28
1996,2.622377634,1,1,25
1996,9.730769157,0,0,31
1996,3.016346216,0,1,30
1996,7.451922894,0,0,31
1996,10.1214571,0,0,32
1996,7.211538315,0,0,27
1996,6.837606907,0,1,31
1996,11.1888113,1,1,34
1996,4.945055008,0,1,32
1996,5.913461685,0,0,27
1996,10.68376064,1,0,32
1996,11.53846169,0,1,32
1996,3.791958094,0,0,33
1996,9.549019814,0,0,27
1996,4.807692528,0,1,29
1996,20.67307663,1,0,31
1996,2.083333254,1,0,26
1996,12.5,1,1,27
1996,13.65384579,1,1,32
1996,16.15384674,1,0,31
1996,14.9572649,1,0,31
1996,18.84615326,1,0,30
1996,10.04807663,0,0,26
1996,8.653845787,0,1,26
1996,12.01923084,0,1,34
1996,13.46153831,0,0,29
1996,16.32379341,1,0,31
1996,8.974358559,1,0,27
1996,10.57692337,0,1,27
1996,7.211538315,1,1,25
1996,9.615385056,1,1,27
1996,8.181818008,1,1,28
1996,8.17307663,0,1,32
1996,12.98076916,0,0,34
1996,8.07692337,0,0,30
1996,10.57692337,0,1,28
1996,13.84615421,0,0,32
1996,19.23077011,1,0,27
1996,18.11320686,0,0,29
1996,8.894230843,0,1,30
1996,19.23077011,1,0,29
1996,10.57692337,0,0,34
1996,16.82692337,0,0,30
1996,16.5918808,0,0,30
1996,48.07692337,1,0,31
1996,19.23077011,1,1,29
1996,19.23077011,1,0,28
1996,15.38461494,1,1,27
1996,7.211538315,0,0,34
1996,9.903845787,0,0,34
1996,8.461538315,1,1,26
1996,9.615385056,0,0,26
1996,8.57692337,1,0,25
1996,8.163265228,0,1,25
1996,7.275961399,1,0,27
1996,2.82407403,1,1,27
1996,16.34615326,0,0,26
1996,4.379487038,0,0,26
1996,6.275480747,0,1,33
1996,8.012820244,0,0,32
1996,9.230769157,0,0,28
1996,9.538461685,0,0,32
1996,12,1,0,31
1996,12,1,0,28
1996,11.77884579,1,1,26
1996,4.807692528,1,1,26
1996,15.38461494,1,0,26
1996,14.42307663,1,1,25
1996,11.53846169,0,1,31
1996,11.21794891,1,0,28
1996,12.33974361,1,1,33
1996,32.21154022,1,0,34
1996,31.25,1,1,30
1996,2.56410265,0,1,25
1996,29.58579826,1,0,27
1996,15.38461494,1,0,28
1996,15.14423084,1,1,29
1996,15.38461494,1,0,30
1996,27.40384674,1,0,34
1996,11.63967609,1,1,33
1996,27.97202873,1,1,28
1996,10.98901081,0,1,33
1996,8.72781086,1,1,26
1996,8.07692337,0,0,33
1996,13.67521381,1,1,28
1996,17.30769157,1,0,32
1996,8.653845787,0,0,25
1996,13.15789509,1,1,30
1996,12,0,0,31
1996,7.142857075,0,0,29
1996,12.91891861,0,0,33
1996,9.615385056,0,1,25
1996,9.166666985,0,1,32
1996,14.66346169,1,0,27
1996,13.15789509,1,1,30
1996,19.71153831,0,0,32
1996,13.73626328,0,1,31
1996,24.03846169,1,1,31
1996,7.25,0,0,28
1996,13.46153831,1,0,26
1996,11.05769253,0,0,26
1996,8.653845787,0,1,34
1996,9.259259224,0,0,28
1996,8.653845787,0,0,29
1996,5,0,0,31
1996,10.20833302,0,1,25
1996,6.993007183,0,1,26
1996,33.65384674,1,0,28
1996,5.844230652,0,0,26
1996,24.03846169,0,0,32
1996,5.854945183,0,0,26
1996,20.19230843,1,0,34
1996,16.70040512,0,0,30
1996,10.3744936,0,1,29
1996,42.30769348,1,0,28
1996,16.34615326,1,1,31
1996,18.43137169,0,0,31
1996,12.98076916,1,0,28
1996,17.30769157,0,0,30
1996,11.53846169,0,0,31
1996,10.09615421,0,1,32
1996,3.956043959,0,0,34
1996,10.01602554,0,0,30
1996,12.01923084,0,0,33
1996,9.134614944,1,0,30
1996,8.653845787,0,1,33
1996,10.57692337,1,1,34
1996,17.30769157,1,1,31
1996,11.1888113,1,0,31
1996,18.13725471,1,0,32
1996,14.42307663,1,0,30
1996,16.34615326,1,0,33
1996,12.98076916,0,1,26
1996,17.30769157,1,1,28
1996,17.69230843,1,0,27
1996,12.5,1,0,33
1996,17.69230843,1,1,29
1996,10.39999962,1,1,26
1996,16.34615326,1,1,33
1996,17.48251724,0,0,32
1996,4.326922894,0,1,30
1996,22.30769157,1,0,31
1996,9.615385056,0,1,33
1996,8.823529243,0,0,33
1996,19.23077011,0,1,33
1996,8.17307663,1,1,33
1996,19.23077011,0,0,26
1996,22.59615326,1,0,34
1996,7.692307472,0,1,27
1996,16.82692337,1,1,28
1996,11.18894196,0,0,31
1996,13.46153831,0,0,29
1996,12.01923084,1,1,28
1996,8.965384483,0,0,33
1996,7.5,0,1,33
1996,18.62745094,0,0,25
1996,23.93162346,1,1,30
1996,15.38461494,1,1,28
1996,16.82692337,0,1,30
1996,8.653845787,0,1,28
1996,4.264215469,1,1,33
1996,11.34615421,1,1,32
1996,15.38461494,0,0,34
1996,10.72916698,0,1,26
1996,9.166666985,0,1,33
1996,15.73426533,1,0,28
1996,11.21794891,1,0,27
1996,7,0,0,25
1996,14.42307663,0,0,33
1996,12.82051277,1,1,30
1996,5.769230843,0,1,34
1996,17.3992672,0,1,30
1996,6.410256386,1,0,29
1996,14.42307663,0,1,28
1996,26.44230843,1,0,27
1996,8.846154213,1,1,30
1996,13.46153831,0,0,31
1996,4.471153736,0,0,25
1996,9.340659142,0,0,30
1996,5.384615421,0,1,34
1996,18.75,0,1,33
1996,5.548077106,0,0,29
1996,23.07692337,0,0,29
1996,17.30769157,0,0,26
1996,19.23077011,0,0,28
1996,11.5,1,1,30
1996,4.807692528,0,0,33
1996,12.41987133,0,0,27
1996,17.30769157,1,1,33
1996,12.39316273,1,1,32
1996,6.25,0,1,26
1996,18.62745094,0,0,30
1996,11.53846169,0,1,30
1996,7.692307472,0,1,26
1996,9.615385056,0,0,27
1996,6.730769157,0,1,25
1996,5.559134483,0,0,30
1996,4.807692528,0,1,29
1996,16.10577011,0,0,34
1996,8.653845787,0,1,28
1996,9.615385056,0,1,31
1996,7.56410265,0,1,32
1996,19.6581192,1,1,30
1996,8.653845787,1,1,31
1996,3.846153736,0,0,33
1996,9.355509758,0,1,26
1996,15.54945087,1,1,25
1996,23.07692337,1,1,30
1996,18.75,1,1,33
1996,15.86538506,1,1,33
1996,10.09615421,0,0,25
1996,10.61224461,1,1,25
1996,19.23077011,1,1,29
1996,10.2564106,1,0,27
1996,12.13894272,0,0,31
1996,22.35577011,0,1,30
1996,11.76470566,0,1,26
1996,14.42307663,1,1,33
1996,15.38461494,0,0,26
1996,8.653845787,0,0,31
1996,12.01923084,1,0,30
1996,23.55769157,0,0,33
1996,13.46153831,0,1,33
1996,9.615385056,1,1,26
1996,8.012820244,1,1,25
1996,13.3374691,1,1,33
1996,18.07692337,1,0,32
1996,15.40598297,0,0,34
1996,13.94230747,1,1,34
1996,15.54230785,1,0,31
1996,3.432692289,0,1,33
1996,5.714285851,0,1,29
1996,2.403846264,0,1,32
1996,4.038461685,1,0,25
1996,9.985207558,0,1,32
1996,10.57692337,0,0,29
1996,17.58241844,1,0,31
1996,10.46572495,1,1,32
1996,17.69230843,1,1,30
1996,8.012820244,1,1,25
1996,15.38461494,1,1,32
1996,12,0,0,26
1996,15.73426533,1,0,27
1996,11.97387505,1,0,28
1996,12.01923084,1,1,28
1996,12.5,0,0,26
1996,8.653845787,0,1,32
1996,6.25,0,1,28
1996,14.42307663,0,0,26
1996,20.19230843,1,1,28
1996,10.09615421,1,1,29
1996,15.38461494,1,0,29
1996,9.615385056,1,0,30
1996,16.82692337,1,1,30
1996,8.012820244,1,0,30
1996,11.53846169,1,0,30
1996,18.75,1,1,29
1996,14.42307663,1,1,32
1996,36.15384674,1,0,30
1996,7,0,1,31
1996,9.335664749,1,1,30
1996,16.82692337,1,0,34
1996,13.46153831,0,1,33
1996,11.05769253,1,1,31
1996,16.92307663,1,1,27
1996,9.615385056,0,0,28
1996,6.837606907,1,1,28
1996,20.19230843,1,1,29
1996,11.53846169,1,1,29
1996,19.23077011,1,1,27
1996,10.98901081,1,0,31
1996,28.84615326,1,0,33
1996,13.94230747,1,1,31
1996,26.44230843,0,0,32
1996,5,1,0,30
1996,10.19230747,0,1,28
1996,9.615385056,1,1,34
1996,16.92307663,1,0,25
1996,14.61538506,1,0,32
1996,29.80769157,1,1,29
1996,12.01923084,1,1,30
1996,8.333333015,1,0,25
1996,7.692307472,0,0,25
1996,1.67403841,0,1,27
1996,6.196581364,0,0,25
1996,10.1214571,0,1,29
1996,13.46153831,0,0,33
1996,12.98076916,0,0,29
1996,5.729166508,0,0,25
1996,4.807692528,1,1,28
1996,16.82692337,1,1,28
1996,8.547008514,1,0,32
1996,16.15384674,0,0,30
1996,8.974358559,0,0,26
1996,6.285714149,0,1,29
1996,7.8125,0,1,27
1996,25.96153831,1,1,30
1996,5.729166508,1,0,34
1996,8.5,0,0,34
1996,12.82051277,1,1,31
1996,24.03846169,1,0,32
1996,22.26345062,1,0,34
1996,12,0,0,33
1996,23.07692337,1,0,32
1996,23.50427437,1,1,31
1996,18.42948723,1,0,34
1996,20.19230843,1,1,27
1996,24.03846169,1,1,26
1996,20.70461464,1,0,29
1996,10.70528889,1,1,29
1996,9.134614944,1,0,28
1996,15.38461494,1,1,28
1996,26.44230843,1,0,30
1996,11.37026215,1,0,25
1996,8.5,1,1,28
1996,4.807692528,0,1,25
1996,11.25480747,0,0,32
1996,19.23077011,0,0,29
1996,12.2863245,0,0,27
1996,14.54423046,0,1,25
1996,23.07692337,1,0,29
1996,10.57788467,0,1,28
1996,10.57692337,1,1,31
1996,14.42307663,0,0,25
1996,10.70528889,1,1,25
1996,15.38461494,0,1,25
1996,12.5,0,0,26
1996,10.09615421,1,1,30
1996,10.86538506,0,1,27
1996,5.769230843,0,1,29
1996,6.04395628,0,0,31
1996,8.17307663,0,0,32
1996,16.34615326,0,1,32
1996,10.76923084,0,0,30
1996,11.97387505,1,0,29
1996,8.17307663,1,1,29
1996,9.109312057,0,1,26
1996,7.783882618,0,0,28
1996,9.105769157,0,1,32
1996,19.23077011,1,0,30
1996,12.62019253,1,0,27
1996,13.84615421,1,1,27
1996,14.47115421,1,1,26
1996,25,1,0,32
1996,20.19230843,0,0,32
1996,9.615385056,0,1,26
1996,8.814102173,0,0,25
1996,12.63736248,1,0,27
1996,10.31875038,0,1,30
1996,8.097166061,1,1,31
1996,11.53846169,0,0,34
1996,6.730769157,1,1,26
1996,11.53846169,1,0,26
1996,10.57692337,0,1,25
1996,10.57692337,0,0,26
1996,5.22307682,0,0,30
1996,15.38461494,1,0,29
1996,10.09615421,1,1,26
1996,1.752136707,1,0,28
1996,7.692307472,1,0,27
1996,7.783882618,0,1,32
1996,35.25640869,1,0,33
1996,7.692307472,1,0,28
1996,9.615385056,1,0,32
1996,3.846153736,0,1,27
1996,18.02197838,1,1,34
1996,6.730769157,0,0,33
1996,8.788461685,0,0,28
1996,7.5,0,0,30
1996,14.90384579,1,0,27
1996,12.30769253,0,0,31
1996,9.25,1,0,26
1996,17.09401703,0,0,26
1996,8.653845787,0,0,26
1996,12.6315794,0,0,32
1996,17.94871712,0,0,32
1996,18.26922989,0,0,33
1996,7.142857075,0,0,25
1996,7.051281929,0,0,25
1996,18.75,0,0,30
1996,3.846153736,0,1,28
1996,14.23076916,1,0,30
1996,11.53846169,0,0,30
1996,7.932692528,1,1,26
1996,11.30769253,0,0,31
1996,19.23077011,0,0,31
1996,6.81089735,0,1,29
1996,7,0,0,27
1996,6.578947544,0,1,29
1996,4.418269157,0,0,30
1996,22.11538506,1,0,28
1996,9.615385056,0,0,32
1996,9.615385056,0,0,28
1996,13.22884655,1,1,30
1996,14.52991486,0,0,26
1996,12.01923084,0,0,25
1996,14.42307663,0,0,34
1996,10.57692337,1,1,30
1996,18.75,1,0,26
1996,10.76923084,0,0,34
1996,4.807692528,0,0,28
1996,8.17307663,0,1,25
1996,9.615385056,1,1,32
1996,17.78846169,1,0,33
1996,8.461538315,1,0,34
1996,11.53846169,0,0,30
1996,19.23077011,1,0,33
1996,9.615385056,1,0,26
1996,16.20370293,0,0,31
1996,9.615385056,0,0,29
1996,10.57692337,0,0,30
1996,15.38461494,1,1,27
1996,16.15384674,1,0,30
1996,6.410416603,0,1,33
1996,13.46153831,0,0,32
1996,11.05769253,1,0,32
1996,6.923077106,0,1,28
1996,6.730769157,0,1,26
1996,12.99376297,1,1,32
1996,8.041957855,1,0,34
1996,5,0,1,34
1996,12.75510216,0,0,25
1996,7.789473534,0,1,30
1996,4.807692528,0,1,25
1996,6.346153736,0,1,34
1996,9,0,0,27
1996,14.42307663,1,1,33
1996,9.615385056,1,1,25
1996,16.82692337,0,0,29
1996,9.838997841,1,0,26
1996,16.02564049,1,0,25
1996,15.86538506,1,0,26
1996,9.615385056,1,1,33
1996,12.5,1,0,34
1996,18.26922989,1,0,29
1996,15.38461494,1,0,29
1996,5.961538315,1,0,28
1996,14.52991486,0,0,33
1996,5.769230843,0,1,26
1996,21.15384674,1,1,32
1996,8.17307663,0,0,32
1996,31.25,1,1,27
1996,21.63461494,1,0,27
1996,11.79326916,0,1,28
1996,5.288461685,1,1,30
1996,8.846154213,0,0,27
1996,18.07692337,1,0,29
1996,8.653845787,0,1,29
1996,12.47999954,0,0,34
1996,9.615385056,0,1,25
1996,16.05673027,0,0,26
1996,19.00721169,1,0,34
1996,15.38461494,1,1,33
1996,11.05769253,1,0,26
1996,8.653845787,1,1,34
1996,21.15384674,1,0,33
1996,13.46153831,1,1,34
1996,23.07692337,1,1,32
1996,27.58097076,1,0,31
1996,28.84615326,1,1,34
1996,13.07692337,1,0,29
1996,12.5,1,1,29
1996,8.17307663,1,0,25
1996,25.64102554,1,0,29
1996,19.23077011,1,0,32
1996,13.67521381,1,0,32
1996,10.57692337,1,1,26
1996,20.2429142,1,1,27
1996,12.82051277,0,0,25
1996,16.53846169,0,0,30
1996,6.730769157,0,0,28
1996,20.76922989,1,0,27
1996,5.769230843,0,0,31
1996,4.326922894,0,1,26
1996,2.644230843,0,1,28
1996,2.09790206,0,0,33
1996,10.57692337,0,0,28
1996,12.82051277,0,0,28
1996,20.76922989,0,1,34
1996,5.769230843,0,1,31
1996,9.134614944,0,1,27
1996,17.78846169,0,0,26
1996,14.5,0,1,33
1996,8,0,1,27
1996,15.38461494,0,0,34
1996,19.23077011,1,1,32
1996,11.11111069,0,0,31
1996,5.06072855,0,1,31
1996,6.632653236,1,0,31
1996,6.5,0,1,30
1996,10.96230793,1,1,34
1996,11.11111069,0,0,31
1996,10.43956089,0,0,27
1996,9.5,0,0,28
1996,5,0,0,33
1996,6.25,0,1,27
1996,7.980769157,0,0,25
1996,8.653845787,0,1,34
1996,10.38461494,0,0,31
1996,12.98076916,0,0,30
1996,9.615385056,0,0,30
1996,22.06477737,0,0,32
1996,10.57692337,0,1,33
1996,7.461538315,1,1,26
1996,11.97115421,1,1,27
1996,27.77777863,1,0,34
1996,12.24489784,0,1,34
1996,10.57692337,0,1,29
1996,16.34615326,0,0,25
1996,38.46154022,1,0,25
1996,4.846153736,0,1,29
1996,17.30769157,1,0,30
1996,16.41025734,1,0,27
1996,15.38461494,1,0,27
1996,6.538461685,0,0,27
1996,29.4871788,1,0,34
1996,4.418269157,0,0,34
1996,14.9572649,1,1,32
1996,6,0,1,31
1996,4.418269157,0,0,27
1996,9.300699234,1,0,28
1996,5.5,0,0,27
1996,7.5,0,0,27
1996,14.02243614,1,0,32
1996,24.03846169,1,0,28
1996,13.26923084,1,0,28
1996,11.05769253,1,1,31
1996,8.413461685,0,1,30
1996,13.46153831,0,0,33
1996,20.67307663,1,1,25
1996,11.53846169,0,0,26
1996,15,0,0,32
1996,10.36923122,0,0,29
1996,10.625,1,0,25
1996,12.82051277,1,1,26
1996,13.71428585,0,0,34
1996,12.82051277,1,0,30
1996,10.68376064,1,1,29
1996,9.440559387,0,0,26
1996,11.53846169,0,1,34
1996,19.23077011,1,0,33
1996,25.76922989,1,0,27
1996,12.01923084,0,0,33
1996,14.42307663,0,0,25
1996,9.134614944,0,1,26
1996,7.451922894,0,0,32
1996,11.05769253,0,0,29
1996,7.692307472,0,1,33
1996,11.66666698,0,0,33
1996,9.615385056,0,1,32
1996,6.593406677,0,0,31
1996,11.92307663,0,1,34
1996,6.127450943,0,1,34
1996,10.5,0,0,30
1996,16.45299149,1,1,29
1996,13.94230747,1,1,29
1996,13.46153831,0,0,29
1996,10.72916698,0,1,25
1996,6.656804562,0,0,25
1996,10.09615421,0,1,26
1996,10.09615421,0,0,25
1996,7.991880417,0,1,34
1996,5.769230843,0,0,25
1996,10.71000004,1,1,25
1996,11.05769253,0,1,32
1996,8.413461685,0,0,34
1996,7.5,1,0,28
1996,10.48076916,0,0,34
1996,8.57692337,1,0,30
1996,5.488888741,0,1,30
1996,8.846154213,0,0,31
1996,21.63461494,1,1,32
1996,12.01923084,0,0,27
1996,9.375,0,0,29
1996,6.547618866,0,1,28
1996,8.653845787,0,0,33
1996,3.75,0,1,34
1996,20,0,0,26
1996,3.846153736,0,0,26
1996,3.846153736,0,1,30
1996,6.730769157,0,1,32
1996,15.38461494,0,1,33
1996,4.25,0,1,26
1996,19.23077011,0,0,30
1996,19.42307663,1,1,34
1996,3.958333254,1,0,26
1996,11.53846169,1,0,28
1996,20.19230843,1,1,31
1996,10.38461494,0,0,25
1996,15.38461494,0,0,33
1996,13.46153831,1,0,31
1996,21.15384674,1,1,32
1996,13.73626328,1,0,34
1996,6.410256386,1,1,25
1996,12.98076916,0,0,30
1996,6.25,0,0,27
1996,9.837278366,1,1,29
1996,6.730769157,0,0,27
1996,11.05769253,0,0,30
1996,11.53846169,0,1,31
1996,11,0,0,34
1996,14.68531513,1,0,29
1996,7.211538315,0,0,34
1996,10.2564106,1,0,26
1996,15.44134617,1,0,26
1996,9.862019539,1,1,25
1996,11.82147408,1,0,30
1996,17.88461494,1,0,31
1996,10.89743614,1,0,29
1996,14.68531513,1,0,34
1996,10.90144253,0,1,32
1996,7.10059166,0,0,29
1996,6,0,0,27
1996,5.769230843,0,0,26
1996,5.769230843,0,0,33
1996,15.29720306,1,0,32
1996,12.98076916,0,0,32
1996,16.82692337,1,0,27
1996,8,0,1,30
1996,17.30769157,0,0,29
1996,12.01923084,1,1,32
1996,4.903846264,0,1,32
1996,11.29807663,0,0,31
1996,5.769230843,0,1,28
1996,16.53846169,1,0,26
1996,15.38461494,1,1,26
1996,4.550000191,0,1,27
1996,9.625,0,1,26
1996,12.01730728,0,1,32
1996,7.211538315,0,0,33
1996,8.550000191,0,1,30
1996,16.82692337,1,0,25
1996,12.5,1,1,26
1996,8.942307472,0,1,26
1996,15.38461494,0,0,30
1996,16.34615326,0,0,30
1996,15.42836571,0,0,27
